label,bucket_value,n,pos_rate,err_rate,FNR,FPR,bucket_type,variant
fake_scarcity,SOCIAL_COUNT+NUM,2.0,0.0,0.0,0.0,0.0,ph_profile,MODEL
fake_scarcity,STOCK,17.0,1.0,0.0,0.0,0.0,ph_profile,MODEL
fake_scarcity,STOCK+NUM,1.0,0.0,1.0,0.0,1.0,ph_profile,MODEL
fake_scarcity,TIMER,82.0,0.036585365853658534,0.024390243902439025,0.6666666666666666,0.0,ph_profile,MODEL
fake_scarcity,TIMER+DATE,1.0,1.0,0.0,0.0,0.0,ph_profile,MODEL
fake_scarcity,TIMER+MONEY,2.0,0.0,0.0,0.0,0.0,ph_profile,MODEL
fake_scarcity,TIMER+NUM,34.0,0.0,0.0,0.0,0.0,ph_profile,MODEL
fake_scarcity,TIMER+PEOPLE,1.0,0.0,0.0,0.0,0.0,ph_profile,MODEL
fake_scarcity,TIMER+SOCIAL_COUNT,2.0,0.5,0.5,1.0,0.0,ph_profile,MODEL
fake_scarcity,none,211.0,0.13744075829383887,0.08530805687203792,0.6206896551724138,0.0,ph_profile,MODEL
fake_scarcity,47street,2.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,820 compraron este artículo recientemente.,1.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,Amazon,2.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,Baeldung,1.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,Bicycling.com,1.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,Booklinen,1.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,ClickUp,1.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,CocaCola,1.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,Delish,2.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,Desconocido,53.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,Despegar,1.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,Dogsters,1.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,FashionNova,1.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,IA,11.0,0.09090909090909091,0.0,0.0,0.0,source,MODEL
fake_scarcity,JuanMenorio,1.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,LaNacion,1.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,Logo,1.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,MyMedic,1.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,NeilPatel,2.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,RealTEA,1.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,TreatsPlease,1.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,[https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv](https://github.com/aruneshmathur/dark-patterns/blob/master/data/final-dark-patterns/dark-patterns.csv),22.0,1.0,0.7727272727272727,0.7727272727272727,0.0,source,MODEL
fake_scarcity,africamia_jeans,2.0,1.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,alevmayorista,1.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,aliexpress,3.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,amazon,2.0,0.5,0.0,0.0,0.0,source,MODEL
fake_scarcity,aprendoseo,3.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,aruneshmathur_dark_patterns,121.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,audible,1.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,banggod,2.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,bbriw_cosmetics,2.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,bevrand,1.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,bidcom,5.0,0.4,0.0,0.0,0.0,source,MODEL
fake_scarcity,boca,2.0,1.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,booking,4.0,0.75,0.0,0.0,0.0,source,MODEL
fake_scarcity,boots,2.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,bozoom,2.0,0.5,0.0,0.0,0.0,source,MODEL
fake_scarcity,coderhouse,5.0,0.6,0.0,0.0,0.0,source,MODEL
fake_scarcity,communiTEA,1.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,comprasentacna,4.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,creciendo,1.0,1.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,crehana,1.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,desconocido,1.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,dexter,1.0,1.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,discordiapersa,2.0,1.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,domestika,3.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,duolingo,1.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,eBook,3.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,ebay,1.0,1.0,1.0,1.0,0.0,source,MODEL
fake_scarcity,email,1.0,0.0,0.0,0.0,0.0,source,MODEL
fake_scarcity,etsy,5.0,0.4,0.2,0.5,0.0,source,MODEL
fake_scarcity,falabella,2.0,0.0,0.0,0.0,0.0,source,MODEL
